brain_region,measurement,standard_deviation,measurement_type,measurement_unit,cell_type,source_title,comment,specimen_age
Subgeniculate nucleus,21697.0294729556,3853.7416011386,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Epithalamus,2242.9680021663003,455.5826799115,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Medial habenula,2379.0136116412,514.8133442419,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Lateral habenula,2140.0382722034,464.9836323602,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Hypothalamus,7223.276371149001,757.6138779888,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Periventricular zone,12376.684424539399,821.253321098,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Supraoptic nucleus,2527.1677008722,766.3191377949,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Accessory supraoptic group,4254.6662169825,3240.2944913418,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Nucleus circularis,4254.6662169825,3240.2944913418,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Paraventricular hypothalamic nucleus,11281.3109423719,709.4626300159,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, magnocellular division",10078.5104313748,1395.02831345,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",4040.5887537034996,728.58022744,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",12418.117127052901,1747.9956909674,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",13309.961662973501,1590.6811084167002,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",4073.8896753461,4607.3851066239,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, parvicellular division",11442.0958408601,757.4168799128,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",9192.0292404998,843.0686893385,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",12478.2511555179,2089.4461363664,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",14748.037079559499,1122.3328098027,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Periventricular hypothalamic nucleus, anterior part",20928.1004787678,3047.1691984482,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Periventricular hypothalamic nucleus, intermediate part",5095.9043866138,804.9688618707,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Arcuate hypothalamic nucleus,18786.713182493302,1634.5293524673998,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Periventricular region,6937.090947960401,433.89885998709997,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Anterodorsal preoptic nucleus,1584.1456359626002,455.37063285790003,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Anteroventral preoptic nucleus,1803.5334405669,531.6540598465,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Anteroventral periventricular nucleus,2344.4118063282,419.9485098799,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Dorsomedial nucleus of the hypothalamus,12224.2590100849,734.836735417,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Dorsomedial nucleus of the hypothalamus, anterior part",9743.638363064301,385.3996228745,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Dorsomedial nucleus of the hypothalamus, posterior part",16366.6034310833,1193.415416556,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Dorsomedial nucleus of the hypothalamus, ventral part",14625.3844945717,1608.4326293503,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Median preoptic nucleus,2060.641524651,481.9638123001,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Medial preoptic area,3108.0470360296003,228.9049757037,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Vascular organ of the lamina terminalis,1415.1384222713,503.0502784214,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Posterodorsal preoptic nucleus,11292.8952798288,3264.2655979270003,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Parastrial nucleus,3179.0075462364002,648.7727106403,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Periventricular hypothalamic nucleus, posterior part",18480.519173116798,3024.5150826866998,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Periventricular hypothalamic nucleus, preoptic part",9773.250634777,983.7436833982001,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Subparaventricular zone,10612.255239178001,1184.2693794425,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Suprachiasmatic nucleus,6611.833360606899,808.0795733148,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Subfornical organ,756.6416942876,432.109207839,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Ventrolateral preoptic nucleus,1390.7108796129,367.9038925001,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Hypothalamic medial zone,5403.072427959,380.09213257690004,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Anterior hypothalamic nucleus,7589.345852140899,525.8347301022,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior hypothalamic nucleus, anterior part",6962.7895589539,1009.5203434683999,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior hypothalamic nucleus, central part",7336.1453372821,461.73829306870005,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior hypothalamic nucleus, posterior part",9503.0788246207,589.3205860365,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Mammillary body,863.2442413827,211.1517855086,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Lateral mammillary nucleus,1156.3188167792998,480.4661620924,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Medial mammillary nucleus,108.6313242124,29.181730945500004,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Medial mammillary nucleus, median part",15.5279503106,34.7215524456,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Supramammillary nucleus,1239.5014713317998,245.91088151009998,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Supramammillary nucleus, lateral part",1171.6396208637,288.9644907348,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Supramammillary nucleus, medial part",1398.1550274103,197.40581846580002,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Tuberomammillary nucleus,5561.1112275524,2174.5941298111998,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Tuberomammillary nucleus, dorsal part",9335.2331696868,2969.343948774,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Tuberomammillary nucleus, ventral part",3515.4463047958,2321.8730916754002,cell density,number of cells per mm^3,SST+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
